true,false,x,x,x,x,o,o,x,o,o,positive
true,false,x,x,x,x,o,o,o,x,o,positive
true,false,x,x,x,x,o,o,o,o,x,positive
true,false,x,x,x,x,o,o,o,b,b,positive
true,false,x,x,x,x,o,o,b,o,b,positive
true,false,x,x,x,x,o,o,b,b,o,positive
true,false,x,x,x,x,o,b,o,o,b,positive
true,false,x,x,x,x,o,b,o,b,o,positive
true,false,x,x,x,x,o,b,b,o,o,positive
true,false,x,x,x,x,b,o,o,o,b,positive
true,false,x,x,x,x,b,o,o,b,o,positive
true,false,x,x,x,x,b,o,b,o,o,positive
true,false,x,x,x,o,x,o,x,o,o,positive
true,false,x,x,x,o,x,o,o,x,o,positive
true,false,x,x,x,o,x,o,o,o,x,positive
true,false,x,x,x,o,x,o,o,b,b,positive
true,false,x,x,x,o,x,o,b,o,b,positive
true,false,x,x,x,o,x,o,b,b,o,positive
true,false,x,x,x,o,x,b,o,o,b,positive
true,false,x,x,x,o,x,b,o,b,o,positive
true,false,x,x,x,o,x,b,b,o,o,positive
true,false,x,x,x,o,o,x,x,o,o,positive
true,false,x,x,x,o,o,x,o,x,o,positive
true,false,x,x,x,o,o,x,o,o,x,positive
true,false,x,x,x,o,o,x,o,b,b,positive
true,false,x,x,x,o,o,x,b,o,b,positive
true,false,x,x,x,o,o,x,b,b,o,positive
true,false,x,x,x,o,o,b,x,o,b,positive
true,false,x,x,x,o,o,b,x,b,o,positive
true,false,x,x,x,o,o,b,o,x,b,positive
true,false,x,x,x,o,o,b,o,b,x,positive
true,false,x,x,x,o,o,b,b,x,o,positive
true,false,x,x,x,o,o,b,b,o,x,positive
true,false,x,x,x,o,o,b,b,b,b,positive
true,false,x,x,x,o,b,x,o,o,b,positive
true,false,x,x,x,o,b,x,o,b,o,positive
true,false,x,x,x,o,b,x,b,o,o,positive
true,false,x,x,x,o,b,o,x,o,b,positive
true,false,x,x,x,o,b,o,x,b,o,positive
true,false,x,x,x,o,b,o,o,x,b,positive
true,false,x,x,x,o,b,o,o,b,x,positive
true,false,x,x,x,o,b,o,b,x,o,positive
true,false,x,x,x,o,b,o,b,o,x,positive
true,false,x,x,x,o,b,o,b,b,b,positive
true,false,x,x,x,o,b,b,x,o,o,positive
true,false,x,x,x,o,b,b,o,x,o,positive
true,false,x,x,x,o,b,b,o,o,x,positive
true,false,x,x,x,o,b,b,o,b,b,positive
true,false,x,x,x,o,b,b,b,o,b,positive
true,false,x,x,x,o,b,b,b,b,o,positive
true,false,x,x,x,b,x,o,o,o,b,positive
true,false,x,x,x,b,x,o,o,b,o,positive
true,false,x,x,x,b,x,o,b,o,o,positive
true,false,x,x,x,b,o,x,o,o,b,positive
true,false,x,x,x,b,o,x,o,b,o,positive
true,false,x,x,x,b,o,x,b,o,o,positive
true,false,x,x,x,b,o,o,x,o,b,positive
true,false,x,x,x,b,o,o,x,b,o,positive
true,false,x,x,x,b,o,o,o,x,b,positive
true,false,x,x,x,b,o,o,o,b,x,positive
true,false,x,x,x,b,o,o,b,x,o,positive
true,false,x,x,x,b,o,o,b,o,x,positive
true,false,x,x,x,b,o,o,b,b,b,positive
true,false,x,x,x,b,o,b,x,o,o,positive
true,false,x,x,x,b,o,b,o,x,o,positive
true,false,x,x,x,b,o,b,o,o,x,positive
true,false,x,x,x,b,o,b,o,b,b,positive
true,false,x,x,x,b,o,b,b,o,b,positive
true,false,x,x,x,b,o,b,b,b,o,positive
true,false,x,x,x,b,b,o,x,o,o,positive
true,false,x,x,x,b,b,o,o,x,o,positive
true,false,x,x,x,b,b,o,o,o,x,positive
true,false,x,x,x,b,b,o,o,b,b,positive
true,false,x,x,x,b,b,o,b,o,b,positive
true,false,x,x,x,b,b,o,b,b,o,positive
true,false,x,x,x,b,b,b,o,o,b,positive
true,false,x,x,x,b,b,b,o,b,o,positive
true,false,x,x,x,b,b,b,b,o,o,positive
true,false,x,x,o,x,x,o,o,o,x,positive
true,false,x,x,o,x,o,x,x,o,o,positive
true,false,x,x,o,x,o,o,x,o,x,positive
true,false,x,x,o,x,o,o,x,b,b,positive
true,false,x,x,o,x,o,b,x,o,b,positive
true,false,x,x,o,x,o,b,x,b,o,positive
true,false,x,x,o,x,b,o,x,o,b,positive
true,false,x,x,o,x,b,b,x,o,o,positive
true,false,x,x,o,o,x,x,o,x,o,positive
true,false,x,x,o,o,x,x,o,o,x,positive
true,false,x,x,o,o,x,o,x,o,x,positive
true,false,x,x,o,o,x,o,o,x,x,positive
true,false,x,x,o,o,x,o,b,x,b,positive
true,false,x,x,o,o,x,o,b,b,x,positive
true,false,x,x,o,o,x,b,o,x,b,positive
true,false,x,x,o,o,x,b,o,b,x,positive
true,false,x,x,o,o,x,b,b,x,o,positive
true,false,x,x,o,o,x,b,b,o,x,positive
true,false,x,x,o,b,x,o,o,x,b,positive
true,false,x,x,o,b,x,o,o,b,x,positive
true,false,x,x,o,b,x,o,b,o,x,positive
true,false,x,x,o,b,x,b,o,x,o,positive
true,false,x,x,o,b,x,b,o,o,x,positive
true,false,x,x,b,x,o,o,x,o,b,positive
true,false,x,x,b,x,o,o,x,b,o,positive
true,false,x,x,b,x,o,b,x,o,o,positive
true,false,x,x,b,x,b,o,x,o,o,positive
true,false,x,x,b,o,x,o,o,x,b,positive
true,false,x,x,b,o,x,o,o,b,x,positive
true,false,x,x,b,o,x,o,b,x,o,positive
true,false,x,x,b,o,x,o,b,o,x,positive
true,false,x,x,b,o,x,b,o,x,o,positive
true,false,x,x,b,o,x,b,o,o,x,positive
true,false,x,x,b,b,x,o,o,x,o,positive
true,false,x,x,b,b,x,o,o,o,x,positive
true,false,x,o,x,x,x,o,x,o,o,positive
true,false,x,o,x,x,x,o,o,o,x,positive
true,false,x,o,x,x,o,o,x,x,o,positive
true,false,x,o,x,x,o,o,x,b,b,positive
true,false,x,o,x,x,o,b,x,b,o,positive
true,false,x,o,x,x,b,o,x,o,b,positive
true,false,x,o,x,x,b,o,x,b,o,positive
true,false,x,o,x,x,b,b,x,o,o,positive
true,false,x,o,x,o,x,x,x,o,o,positive
true,false,x,o,x,o,x,x,o,o,x,positive
true,false,x,o,x,o,x,o,x,x,o,positive
true,false,x,o,x,o,x,o,x,o,x,positive
true,false,x,o,x,o,x,o,x,b,b,positive
true,false,x,o,x,o,x,o,o,x,x,positive
true,false,x,o,x,o,x,o,b,b,x,positive
true,false,x,o,x,o,x,b,x,o,b,positive
true,false,x,o,x,o,x,b,x,b,o,positive
true,false,x,o,x,o,x,b,o,b,x,positive
true,false,x,o,x,o,x,b,b,o,x,positive
true,false,x,o,x,o,o,x,o,x,x,positive
true,false,x,o,x,o,o,x,b,b,x,positive
true,false,x,o,x,o,b,x,o,b,x,positive
true,false,x,o,x,o,b,x,b,o,x,positive
true,false,x,o,x,b,x,o,x,o,b,positive
true,false,x,o,x,b,x,o,x,b,o,positive
true,false,x,o,x,b,x,o,o,b,x,positive
true,false,x,o,x,b,x,o,b,o,x,positive
true,false,x,o,x,b,x,b,x,o,o,positive
true,false,x,o,x,b,x,b,o,o,x,positive
true,false,x,o,x,b,o,x,o,b,x,positive
true,false,x,o,x,b,b,x,o,o,x,positive
true,false,x,o,o,x,x,x,x,o,o,positive
true,false,x,o,o,x,x,x,o,x,o,positive
true,false,x,o,o,x,x,x,o,o,x,positive
true,false,x,o,o,x,x,x,o,b,b,positive
true,false,x,o,o,x,x,x,b,o,b,positive
true,false,x,o,o,x,x,x,b,b,o,positive
true,false,x,o,o,x,x,o,x,o,x,positive
true,false,x,o,o,x,x,o,x,b,b,positive
true,false,x,o,o,x,x,o,o,x,x,positive
true,false,x,o,o,x,x,o,b,b,x,positive
true,false,x,o,o,x,x,b,x,o,b,positive
true,false,x,o,o,x,x,b,x,b,o,positive
true,false,x,o,o,x,x,b,o,b,x,positive
true,false,x,o,o,x,x,b,b,o,x,positive
true,false,x,o,o,x,o,x,x,x,o,positive
true,false,x,o,o,x,o,x,x,b,b,positive
true,false,x,o,o,x,o,o,x,x,x,positive
true,false,x,o,o,x,o,b,x,x,b,positive
true,false,x,o,o,x,o,b,x,b,x,positive
true,false,x,o,o,x,b,x,x,o,b,positive
true,false,x,o,o,x,b,x,x,b,o,positive
true,false,x,o,o,x,b,o,x,x,b,positive
true,false,x,o,o,x,b,o,x,b,x,positive
true,false,x,o,o,x,b,b,x,x,o,positive
true,false,x,o,o,x,b,b,x,o,x,positive
true,false,x,o,o,x,b,b,x,b,b,positive
true,false,x,o,o,o,x,x,x,o,x,positive
true,false,x,o,o,o,x,x,o,x,x,positive
true,false,x,o,o,o,x,x,b,b,x,positive
true,false,x,o,o,o,x,o,x,x,x,positive
true,false,x,o,o,o,x,b,x,b,x,positive
true,false,x,o,o,o,x,b,b,x,x,positive
true,false,x,o,o,o,o,x,x,x,x,positive
true,false,x,o,o,o,b,b,x,x,x,positive
true,false,x,o,o,b,x,x,o,b,x,positive
true,false,x,o,o,b,x,x,b,o,x,positive
true,false,x,o,o,b,x,o,x,b,x,positive
true,false,x,o,o,b,x,o,b,x,x,positive
true,false,x,o,o,b,x,b,x,o,x,positive
true,false,x,o,o,b,x,b,o,x,x,positive
true,false,x,o,o,b,x,b,b,b,x,positive
true,false,x,o,o,b,o,b,x,x,x,positive
true,false,x,o,o,b,b,o,x,x,x,positive
true,false,x,o,b,x,x,x,o,o,b,positive
true,false,x,o,b,x,x,x,o,b,o,positive
true,false,x,o,b,x,x,x,b,o,o,positive
true,false,x,o,b,x,x,o,x,o,b,positive
true,false,x,o,b,x,x,o,x,b,o,positive
true,false,x,o,b,x,x,o,o,b,x,positive
true,false,x,o,b,x,x,o,b,o,x,positive
true,false,x,o,b,x,x,b,x,o,o,positive
true,false,x,o,b,x,x,b,o,o,x,positive
true,false,x,o,b,x,o,x,x,b,o,positive
true,false,x,o,b,x,o,o,x,x,b,positive
true,false,x,o,b,x,o,o,x,b,x,positive
true,false,x,o,b,x,o,b,x,x,o,positive
true,false,x,o,b,x,o,b,x,b,b,positive
true,false,x,o,b,x,b,x,x,o,o,positive
true,false,x,o,b,x,b,o,x,x,o,positive
true,false,x,o,b,x,b,o,x,o,x,positive
true,false,x,o,b,x,b,o,x,b,b,positive
true,false,x,o,b,x,b,b,x,o,b,positive
true,false,x,o,b,x,b,b,x,b,o,positive
true,false,x,o,b,o,x,x,o,b,x,positive
true,false,x,o,b,o,x,x,b,o,x,positive
true,false,x,o,b,o,x,o,x,b,x,positive
true,false,x,o,b,o,x,o,b,x,x,positive
true,false,x,o,b,o,x,b,x,o,x,positive
true,false,x,o,b,o,x,b,o,x,x,positive
true,false,x,o,b,o,x,b,b,b,x,positive
true,false,x,o,b,o,o,b,x,x,x,positive
true,false,x,o,b,o,b,o,x,x,x,positive
true,false,x,o,b,b,x,x,o,o,x,positive
true,false,x,o,b,b,x,o,x,o,x,positive
true,false,x,o,b,b,x,o,o,x,x,positive
true,false,x,o,b,b,x,o,b,b,x,positive
true,false,x,o,b,b,x,b,o,b,x,positive
true,false,x,o,b,b,x,b,b,o,x,positive
true,false,x,o,b,b,o,o,x,x,x,positive
true,false,x,b,x,x,o,o,x,o,b,positive
true,false,x,b,x,x,o,o,x,b,o,positive
true,false,x,b,x,x,o,b,x,o,o,positive
true,false,x,b,x,x,b,o,x,o,o,positive
true,false,x,b,x,o,x,o,x,o,b,positive
true,false,x,b,x,o,x,o,x,b,o,positive
true,false,x,b,x,o,x,o,o,b,x,positive
true,false,x,b,x,o,x,o,b,o,x,positive
true,false,x,b,x,o,x,b,x,o,o,positive
true,false,x,b,x,o,x,b,o,o,x,positive
true,false,x,b,x,o,o,x,o,b,x,positive
true,false,x,b,x,o,o,x,b,o,x,positive
true,false,x,b,x,o,b,x,o,o,x,positive
true,false,x,b,x,b,x,o,x,o,o,positive
true,false,x,b,x,b,x,o,o,o,x,positive
true,false,x,b,x,b,o,x,o,o,x,positive
true,false,x,b,o,x,x,x,o,o,b,positive
true,false,x,b,o,x,x,x,o,b,o,positive
true,false,x,b,o,x,x,x,b,o,o,positive
true,false,x,b,o,x,x,o,x,o,b,positive
true,false,x,b,o,x,x,o,o,b,x,positive
true,false,x,b,o,x,x,o,b,o,x,positive
true,false,x,b,o,x,x,b,x,o,o,positive
true,false,x,b,o,x,x,b,o,o,x,positive
true,false,x,b,o,x,o,x,x,o,b,positive
true,false,x,b,o,x,o,x,x,b,o,positive
true,false,x,b,o,x,o,o,x,x,b,positive
true,false,x,b,o,x,o,o,x,b,x,positive
true,false,x,b,o,x,o,b,x,x,o,positive
